	IndexID	FullID	Brain.code	Region	Period	Hemisphere	RIN	MonthsAge	Age	Age.1	Dissection.score	Exon.Array.CEL.files	Age.range	Description	Region.Area	mirVana.tRNA.prepped	mirVana.RIN	mirVana.rRNA.ratio	mirVana.conc..ng.ul.	good.to.go.	small.RNA.library.prepped	RNA.seq.as.of.June.2011	Exon.Array.as.of.June.2011
HSB174.AMY	830	HSB174.AMY	HSB174	AMY	11	L	9.3	105	8	8Y	4	174.AMY.CEL	6_ Age <12 Y	Middle and late childhood	AMY	Done	9	1.49	54.75	ok	NA	Done	Done
HSB174.CBC	831	HSB174.CBC	HSB174	CBC	11	L	9.4	105	8	8Y	5	174.CBC.CEL	6_ Age <12 Y	Middle and late childhood	CBC	Done	N/A 	1.02	65.47	ok	NA	Done	Done
HSB175.DFC	832	HSB175.DFC	HSB175	DFC	11	L	9.2	141	11	11Y	5	175.DFC.CEL	6_ Age <12 Y	Middle and late childhood	DFC	Done		NA	NA		NA	Done	Done
HSB175.VFC	833	HSB175.VFC	HSB175	VFC	11	L	9.2	141	11	11Y	5	175.VFC.CEL	6_ Age <12 Y	Middle and late childhood	VFC	Done		NA	NA		NA	Done	Done
HSB175.MFC	834	HSB175.MFC	HSB175	MFC	11	L	9.2	141	11	11Y	5	175.MFC.CEL	6_ Age <12 Y	Middle and late childhood	MFC	Done		NA	NA		NA	Done	Done
HSB175.OFC	835	HSB175.OFC	HSB175	OFC	11	L	8.9	141	11	11Y	5	175.OFC.CEL	6_ Age <12 Y	Middle and late childhood	OFC	Done		NA	NA		NA	Done	Done
HSB175.M1C	836	HSB175.M1C	HSB175	M1C	11	L	8.8	141	11	11Y	5	175.M1C.CEL	6_ Age <12 Y	Middle and late childhood	M1C	Done		NA	NA		NA	Done	Done
HSB175.S1C	837	HSB175.S1C	HSB175	S1C	11	L	8.8	141	11	11Y	5	175.S1C.CEL	6_ Age <12 Y	Middle and late childhood	S1C	Done		NA	NA		NA	Done	Done
HSB175.IPC	838	HSB175.IPC	HSB175	IPC	11	L	8.4	141	11	11Y	5	175.IPC.CEL	6_ Age <12 Y	Middle and late childhood	IPC	Done		NA	NA		NA	Done	Done
HSB175.A1C	839	HSB175.A1C	HSB175	A1C	11	L	9.1	141	11	11Y	5	175.A1C.CEL	6_ Age <12 Y	Middle and late childhood	A1C	Done		NA	NA		NA	Done	Done
HSB175.STC	840	HSB175.STC	HSB175	STC	11	L	7.8	141	11	11Y	5	175.STC.CEL	6_ Age <12 Y	Middle and late childhood	STC	Done		NA	NA		NA	Done	Done
HSB175.ITC	841	HSB175.ITC	HSB175	ITC	11	L	8.4	141	11	11Y	5	175.ITC.CEL	6_ Age <12 Y	Middle and late childhood	ITC	Done		NA	NA		NA	Done	Done
HSB175.V1C	842	HSB175.V1C	HSB175	V1C	11	L	9.1	141	11	11Y	5	175.V1C.CEL	6_ Age <12 Y	Middle and late childhood	V1C	Done		NA	NA		NA	Done	Done
HSB175.HIP	843	HSB175.HIP	HSB175	HIP	11	L	9.4	141	11	11Y	4	175.HIP.CEL	6_ Age <12 Y	Middle and late childhood	HIP	Done		NA	NA		NA	Done	Done
HSB175.AMY	844	HSB175.AMY	HSB175	AMY	11	L	9.4	141	11	11Y	4	175.AMY.CEL	6_ Age <12 Y	Middle and late childhood	AMY	Done		NA	NA		NA	Done	Done
HSB175.CBC	845	HSB175.CBC	HSB175	CBC	11	L	9.2	141	11	11Y	5	175.CBC.CEL	6_ Age <12 Y	Middle and late childhood	CBC	Done		NA	NA		NA	Done	Done
HSB124.DFC	861	HSB124.DFC	HSB124	DFC	12	R	9.2	165	13	13Y	5	124.DFC.R.CEL	12_ Age <20 Y	Adolescence	DFC	To Be Prepped		NA	NA		NA	Done	Done
HSB124.VFC	862	HSB124.VFC	HSB124	VFC	12	R	9.4	165	13	13Y	5	124.VFC.R.CEL	12_ Age <20 Y	Adolescence	VFC	To Be Prepped		NA	NA		NA	Done	Done
HSB124.MFC	863	HSB124.MFC	HSB124	MFC	12	R	9.4	165	13	13Y	5	124.MFC.R.CEL	12_ Age <20 Y	Adolescence	MFC	To Be Prepped		NA	NA		NA	Done	Done
HSB124.OFC	864	HSB124.OFC	HSB124	OFC	12	R	9.2	165	13	13Y	5	124.OFC.R.CEL	12_ Age <20 Y	Adolescence	OFC	To Be Prepped		NA	NA		NA	Done	Done
HSB124.M1C	865	HSB124.M1C	HSB124	M1C	12	R	9.4	165	13	13Y	5	124.M1C.R.CEL	12_ Age <20 Y	Adolescence	M1C	To Be Prepped		NA	NA		NA	Done	Done
HSB124.S1C	866	HSB124.S1C	HSB124	S1C	12	R	9.2	165	13	13Y	5	124.S1C.R.CEL	12_ Age <20 Y	Adolescence	S1C	To Be Prepped		NA	NA		NA	Done	Done
HSB124.IPC	867	HSB124.IPC	HSB124	IPC	12	R	9.5	165	13	13Y	5	124.IPC.R.CEL	12_ Age <20 Y	Adolescence	IPC	To Be Prepped		NA	NA		NA	Done	Done
HSB124.A1C	868	HSB124.A1C	HSB124	A1C	12	R	9.8	165	13	13Y	5	124.A1C.R.CEL	12_ Age <20 Y	Adolescence	A1C	To Be Prepped		NA	NA		NA	Done	Done
HSB124.STC	869	HSB124.STC	HSB124	STC	12	R	9.1	165	13	13Y	5	124.STC.R.CEL	12_ Age <20 Y	Adolescence	STC	To Be Prepped		NA	NA		NA	Done	Done
HSB124.ITC	870	HSB124.ITC	HSB124	ITC	12	R	9.2	165	13	13Y	5	124.ITC.R.CEL	12_ Age <20 Y	Adolescence	ITC	To Be Prepped		NA	NA		NA	Done	Done
HSB124.V1C	871	HSB124.V1C	HSB124	V1C	12	R	9.4	165	13	13Y	5	124.V1C.R.CEL	12_ Age <20 Y	Adolescence	V1C	To Be Prepped		NA	NA		NA	Done	Done
HSB124.HIP	872	HSB124.HIP	HSB124	HIP	12	R	8.9	165	13	13Y	5	124.HIP.R.CEL	12_ Age <20 Y	Adolescence	HIP	To Be Prepped		NA	NA		NA	Done	Done
HSB124.AMY	873	HSB124.AMY	HSB124	AMY	12	R	8.8	165	13	13Y	5	124.AMY.R.CEL	12_ Age <20 Y	Adolescence	AMY	To Be Prepped		NA	NA		NA	Done	Done
HSB124.STR	874	HSB124.STR	HSB124	STR	12	R	9.3	165	13	13Y	5	124.STR.R.CEL	12_ Age <20 Y	Adolescence	STR	To Be Prepped		NA	NA		NA	Done	Done
HSB124.MD	875	HSB124.MD	HSB124	MD	12	R	8.8	165	13	13Y	5	124.MD.R.CEL	12_ Age <20 Y	Adolescence	MD	To Be Prepped		NA	NA		NA	Done	Done
HSB124.CBC	876	HSB124.CBC	HSB124	CBC	12	R	9.4	165	13	13Y	5	124.CBC.R.CEL	12_ Age <20 Y	Adolescence	CBC	To Be Prepped		NA	NA		NA	Done	Done
HSB119.DFC	877	HSB119.DFC	HSB119	DFC	12	L	9.5	189	15	15Y	4	119.DFC.L.CEL	12_ Age <20 Y	Adolescence	DFC	To Be Prepped		NA	NA		NA	Done	Done
HSB119.VFC	878	HSB119.VFC	HSB119	VFC	12	L	9.7	189	15	15Y	5	119.VFC.L.CEL	12_ Age <20 Y	Adolescence	VFC	To Be Prepped		NA	NA		NA	Done	Done
HSB119.MFC	879	HSB119.MFC	HSB119	MFC	12	L	9.1	189	15	15Y	5	119.MFC.L.CEL	12_ Age <20 Y	Adolescence	MFC	To Be Prepped		NA	NA		NA	Done	Done
HSB119.OFC	880	HSB119.OFC	HSB119	OFC	12	L	9.5	189	15	15Y	5	119.OFC.L.CEL	12_ Age <20 Y	Adolescence	OFC	To Be Prepped		NA	NA		NA	Done	Done
HSB119.M1C	881	HSB119.M1C	HSB119	M1C	12	L	9.7	189	15	15Y	4	119.M1C.L.CEL	12_ Age <20 Y	Adolescence	M1C	To Be Prepped		NA	NA		NA	Done	Done
HSB119.S1C	882	HSB119.S1C	HSB119	S1C	12	L	9.7	189	15	15Y	4	119.S1C.L.CEL	12_ Age <20 Y	Adolescence	S1C	To Be Prepped		NA	NA		NA	Done	Done
HSB119.IPC	883	HSB119.IPC	HSB119	IPC	12	L	9.8	189	15	15Y	5	119.IPC.L.CEL	12_ Age <20 Y	Adolescence	IPC	To Be Prepped		NA	NA		NA	Done	Done
HSB119.A1C	884	HSB119.A1C	HSB119	A1C	12	L	9.7	189	15	15Y	4	119.A1C.L.CEL	12_ Age <20 Y	Adolescence	A1C	To Be Prepped		NA	NA		NA	Done	Done
HSB119.STC	885	HSB119.STC	HSB119	STC	12	L	9.8	189	15	15Y	5	119.STC.L.CEL	12_ Age <20 Y	Adolescence	STC	To Be Prepped		NA	NA		NA	Done	Done
HSB119.ITC	886	HSB119.ITC	HSB119	ITC	12	L	10	189	15	15Y	5	119.ITC.L.CEL	12_ Age <20 Y	Adolescence	ITC	To Be Prepped		NA	NA		NA	Done	Done
HSB119.V1C	887	HSB119.V1C	HSB119	V1C	12	L	9.7	189	15	15Y	5	119.V1C.L.CEL	12_ Age <20 Y	Adolescence	V1C	To Be Prepped		NA	NA		NA	Done	Done
HSB119.AMY	888	HSB119.AMY	HSB119	AMY	12	L	10	189	15	15Y	3	119.AMY.L.CEL	12_ Age <20 Y	Adolescence	AMY	To Be Prepped		NA	NA		NA	Done	Done
HSB119.STR	889	HSB119.STR	HSB119	STR	12	L	9.9	189	15	15Y	5	119.STR.L.CEL	12_ Age <20 Y	Adolescence	STR	To Be Prepped		NA	NA		NA	Done	Done
HSB119.MD	890	HSB119.MD	HSB119	MD	12	L	9.4	189	15	15Y	5	119.MD.L.CEL	12_ Age <20 Y	Adolescence	MD	To Be Prepped		NA	NA		NA	Done	Done
HSB119.CBC	891	HSB119.CBC	HSB119	CBC	12	L	10	189	15	15Y	5	119.CBC.L.CEL	12_ Age <20 Y	Adolescence	CBC	To Be Prepped		NA	NA		NA	Done	Done
HSB105.DFC	892	HSB105.DFC	HSB105	DFC	12	L	8.1	225	18	18Y	5	105.DFC.L.CEL	12_ Age <20 Y	Adolescence	DFC	To Be Prepped		NA	NA		NA	Done	Done
HSB105.VFC	893	HSB105.VFC	HSB105	VFC	12	L	7.9	225	18	18Y	5	105.VFC.L.CEL	12_ Age <20 Y	Adolescence	VFC	To Be Prepped		NA	NA		NA	Done	Done
HSB105.MFC	894	HSB105.MFC	HSB105	MFC	12	L	7	225	18	18Y	5	105.MFC.L.CEL	12_ Age <20 Y	Adolescence	MFC	To Be Prepped		NA	NA		NA	Done	Done
HSB105.OFC	895	HSB105.OFC	HSB105	OFC	12	L	7.8	225	18	18Y	5	105.OFC.L.CEL	12_ Age <20 Y	Adolescence	OFC	To Be Prepped		NA	NA		NA	Done	Done
HSB105.M1C	896	HSB105.M1C	HSB105	M1C	12	L	6.9	225	18	18Y	5	105.M1C.L.CEL	12_ Age <20 Y	Adolescence	M1C	To Be Prepped		NA	NA		NA	Done	Done
HSB105.S1C	897	HSB105.S1C	HSB105	S1C	12	L	7.7	225	18	18Y	5	105.S1C.L.CEL	12_ Age <20 Y	Adolescence	S1C	To Be Prepped		NA	NA		NA	Done	Done
HSB105.IPC	898	HSB105.IPC	HSB105	IPC	12	L	8	225	18	18Y	5	105.IPC.L.CEL	12_ Age <20 Y	Adolescence	IPC	To Be Prepped		NA	NA		NA	Done	Done
HSB105.A1C	899	HSB105.A1C	HSB105	A1C	12	L	7.8	225	18	18Y	5	105.A1C.L.CEL	12_ Age <20 Y	Adolescence	A1C	To Be Prepped		NA	NA		NA	Done	Done
HSB105.STC	900	HSB105.STC	HSB105	STC	12	L	7.6	225	18	18Y	5	105.STC.L.CEL	12_ Age <20 Y	Adolescence	STC	To Be Prepped		NA	NA		NA	Done	Done
HSB105.ITC	901	HSB105.ITC	HSB105	ITC	12	L	8	225	18	18Y	5	105.ITC.L.CEL	12_ Age <20 Y	Adolescence	ITC	To Be Prepped		NA	NA		NA	Done	Done
HSB105.V1C	902	HSB105.V1C	HSB105	V1C	12	L	7.9	225	18	18Y	5	105.V1C.L.CEL	12_ Age <20 Y	Adolescence	V1C	To Be Prepped		NA	NA		NA	Done	Done
HSB105.HIP	903	HSB105.HIP	HSB105	HIP	12	L	7.7	225	18	18Y	5	105.HIP.L.CEL	12_ Age <20 Y	Adolescence	HIP	To Be Prepped		NA	NA		NA	Done	Done
HSB105.CBC	904	HSB105.CBC	HSB105	CBC	12	L	8.2	225	18	18Y	5	105.CBC.L.CEL	12_ Age <20 Y	Adolescence	CBC	To Be Prepped		NA	NA		NA	Done	Done
HSB127.DFC	918	HSB127.DFC	HSB127	DFC	12	L	9.2	237	19	19Y	5	127.DFC.L.CEL	12_ Age <20 Y	Adolescence	DFC	To Be Prepped		NA	NA		NA	Done	Done
HSB127.VFC	919	HSB127.VFC	HSB127	VFC	12	L	9.5	237	19	19Y	5	127.VFC.L.CEL	12_ Age <20 Y	Adolescence	VFC	To Be Prepped		NA	NA		NA	Done	Done
HSB127.MFC	920	HSB127.MFC	HSB127	MFC	12	L	9.2	237	19	19Y	5	127.MFC.L.CEL	12_ Age <20 Y	Adolescence	MFC	To Be Prepped		NA	NA		NA	Done	Done
HSB127.OFC	921	HSB127.OFC	HSB127	OFC	12	L	9.2	237	19	19Y	5	127.OFC.L.CEL	12_ Age <20 Y	Adolescence	OFC	To Be Prepped		NA	NA		NA	Done	Done
HSB127.M1C	922	HSB127.M1C	HSB127	M1C	12	L	9.3	237	19	19Y	5	127.M1C.L.CEL	12_ Age <20 Y	Adolescence	M1C	To Be Prepped		NA	NA		NA	Done	Done
HSB127.S1C	923	HSB127.S1C	HSB127	S1C	12	L	9.1	237	19	19Y	5	127.S1C.L.CEL	12_ Age <20 Y	Adolescence	S1C	To Be Prepped		NA	NA		NA	Done	Done
HSB127.IPC	924	HSB127.IPC	HSB127	IPC	12	L	9.6	237	19	19Y	5	127.IPC.L.CEL	12_ Age <20 Y	Adolescence	IPC	To Be Prepped		NA	NA		NA	Done	Done
HSB127.A1C	925	HSB127.A1C	HSB127	A1C	12	L	9.1	237	19	19Y	5	127.A1C.L.CEL	12_ Age <20 Y	Adolescence	A1C	To Be Prepped		NA	NA		NA	Done	Done
HSB127.STC	926	HSB127.STC	HSB127	STC	12	L	9.1	237	19	19Y	5	127.STC.L.CEL	12_ Age <20 Y	Adolescence	STC	To Be Prepped		NA	NA		NA	Done	Done
HSB127.ITC	927	HSB127.ITC	HSB127	ITC	12	L	9.2	237	19	19Y	5	127.ITC.L.CEL	12_ Age <20 Y	Adolescence	ITC	To Be Prepped		NA	NA		NA	Done	Done
HSB127.V1C	928	HSB127.V1C	HSB127	V1C	12	L	9.3	237	19	19Y	5	127.V1C.L.CEL	12_ Age <20 Y	Adolescence	V1C	To Be Prepped		NA	NA		NA	Done	Done
HSB127.STR	929	HSB127.STR	HSB127	STR	12	L	8.9	237	19	19Y	5	127.STR.L.CEL	12_ Age <20 Y	Adolescence	STR	To Be Prepped		NA	NA		NA	Done	Done
HSB127.MD	930	HSB127.MD	HSB127	MD	12	L	8.6	237	19	19Y	5	127.MD.L.CEL	12_ Age <20 Y	Adolescence	MD	To Be Prepped		NA	NA		NA	Done	Done
HSB127.CBC	931	HSB127.CBC	HSB127	CBC	12	L	9.1	237	19	19Y	4	127.CBC.L.CEL	12_ Age <20 Y	Adolescence	CBC	To Be Prepped		NA	NA		NA	Done	Done
HSB127.HIP	932	HSB127.HIP	HSB127	HIP	12	R	9.6	237	19	19Y	5	127.HIP.R.CEL	12_ Age <20 Y	Adolescence	HIP	To Be Prepped		NA	NA		NA	Done	Done
HSB127.AMY	933	HSB127.AMY	HSB127	AMY	12	R	9.1	237	19	19Y	4	127.AMY.R.CEL	12_ Age <20 Y	Adolescence	AMY	To Be Prepped		NA	NA		NA	Done	Done
HSB130.DFC	934	HSB130.DFC	HSB130	DFC	13	L	8.9	261	21	21Y	4	130.DFC.L.CEL	20_ Age <40 Y	Young adulthood	DFC	Done		NA	NA		NA	Done	Done
HSB130.VFC	935	HSB130.VFC	HSB130	VFC	13	L	8.9	261	21	21Y	5	130.VFC.L.CEL	20_ Age <40 Y	Young adulthood	VFC	Done		NA	NA		NA	Done	Done
HSB130.MFC	936	HSB130.MFC	HSB130	MFC	13	L	8.5	261	21	21Y	5	130.MFC.L.CEL	20_ Age <40 Y	Young adulthood	MFC	Done		NA	NA		NA	Done	Done
HSB130.OFC	937	HSB130.OFC	HSB130	OFC	13	L	8.2	261	21	21Y	5	130.OFC.L.CEL	20_ Age <40 Y	Young adulthood	OFC	Done		NA	NA		NA	Done	Done
HSB130.M1C	938	HSB130.M1C	HSB130	M1C	13	L	9.3	261	21	21Y	5	130.M1C.L.CEL	20_ Age <40 Y	Young adulthood	M1C	Done		NA	NA		NA	Done	Done
HSB130.S1C	939	HSB130.S1C	HSB130	S1C	13	L	9.2	261	21	21Y	5	130.S1C.L.CEL	20_ Age <40 Y	Young adulthood	S1C	Done		NA	NA		NA	Done	Done
HSB130.IPC	940	HSB130.IPC	HSB130	IPC	13	L	9.2	261	21	21Y	5	130.IPC.L.CEL	20_ Age <40 Y	Young adulthood	IPC	Done		NA	NA		NA	Done	Done
HSB130.A1C	941	HSB130.A1C	HSB130	A1C	13	L	8.8	261	21	21Y	5	130.A1C.L.CEL	20_ Age <40 Y	Young adulthood	A1C	Done		NA	NA		NA	Done	Done
HSB130.STC	942	HSB130.STC	HSB130	STC	13	L	9.3	261	21	21Y	5	130.STC.L.CEL	20_ Age <40 Y	Young adulthood	STC	Done		NA	NA		NA	Done	Done
HSB130.ITC	943	HSB130.ITC	HSB130	ITC	13	L	9.2	261	21	21Y	5	130.ITC.L.CEL	20_ Age <40 Y	Young adulthood	ITC	Done		NA	NA		NA	Done	Done
HSB130.V1C	944	HSB130.V1C	HSB130	V1C	13	L	9.5	261	21	21Y	5	130.V1C.L.CEL	20_ Age <40 Y	Young adulthood	V1C	Done		NA	NA		NA	Done	Done
HSB130.HIP	945	HSB130.HIP	HSB130	HIP	13	L	8.7	261	21	21Y	3	130.HIP.L.CEL	20_ Age <40 Y	Young adulthood	HIP	Done		NA	NA		NA	Done	Done
HSB130.AMY	946	HSB130.AMY	HSB130	AMY	13	L	8.6	261	21	21Y	3	130.AMY.L.CEL	20_ Age <40 Y	Young adulthood	AMY	Done		NA	NA		NA	Done	Done
HSB130.STR	947	HSB130.STR	HSB130	STR	13	L	9.3	261	21	21Y	5	130.STR.L.CEL	20_ Age <40 Y	Young adulthood	STR	Done		NA	NA		NA	Done	Done
HSB130.MD	948	HSB130.MD	HSB130	MD	13	L	8.1	261	21	21Y	3	130.MD.L.CEL	20_ Age <40 Y	Young adulthood	MD	Done		NA	NA		NA	Done	Done
HSB130.CBC	949	HSB130.CBC	HSB130	CBC	13	L	9.2	261	21	21Y	5	130.CBC.L.CEL	20_ Age <40 Y	Young adulthood	CBC	Done		NA	NA		NA	Done	Done
HSB136.DFC	998	HSB136.DFC	HSB136	DFC	13	R	7.4	285	23	23Y	5	136.DFC.R.CEL	20_ Age <40 Y	Young adulthood	DFC	Done		NA	NA		NA	Done	Done
HSB136.VFC	999	HSB136.VFC	HSB136	VFC	13	R	8.6	285	23	23Y	5	136.VFC.R.CEL	20_ Age <40 Y	Young adulthood	VFC	Done		NA	NA		NA	Done	Done
HSB136.MFC	1000	HSB136.MFC	HSB136	MFC	13	R	9.1	285	23	23Y	5	136.MFC.R.CEL	20_ Age <40 Y	Young adulthood	MFC	Done		NA	NA		NA	Done	Done
HSB136.OFC	1001	HSB136.OFC	HSB136	OFC	13	R	9	285	23	23Y	5	136.OFC.R.CEL	20_ Age <40 Y	Young adulthood	OFC	Done		NA	NA		NA	Done	Done
HSB136.M1C	1002	HSB136.M1C	HSB136	M1C	13	R	8.4	285	23	23Y	5	136.M1C.R.CEL	20_ Age <40 Y	Young adulthood	M1C	Done		NA	NA		NA	Done	Done
HSB136.S1C	1003	HSB136.S1C	HSB136	S1C	13	R	9.1	285	23	23Y	5	136.S1C.R.CEL	20_ Age <40 Y	Young adulthood	S1C	Done		NA	NA		NA	Done	Done
HSB136.IPC	1004	HSB136.IPC	HSB136	IPC	13	R	9.1	285	23	23Y	5	136.IPC.R.CEL	20_ Age <40 Y	Young adulthood	IPC	Done		NA	NA		NA	Done	Done
HSB136.A1C	1005	HSB136.A1C	HSB136	A1C	13	R	9.2	285	23	23Y	5	136.A1C.R.CEL	20_ Age <40 Y	Young adulthood	A1C	Done		NA	NA		NA	Done	Done
HSB136.STC	1006	HSB136.STC	HSB136	STC	13	R	9.3	285	23	23Y	5	136.STC.R.CEL	20_ Age <40 Y	Young adulthood	STC	Done		NA	NA		NA	Done	Done
HSB136.ITC	1007	HSB136.ITC	HSB136	ITC	13	R	8.3	285	23	23Y	5	136.ITC.R.CEL	20_ Age <40 Y	Young adulthood	ITC	Done		NA	NA		NA	Done	Done
HSB136.V1C	1008	HSB136.V1C	HSB136	V1C	13	R	8	285	23	23Y	5	136.V1C.R.CEL	20_ Age <40 Y	Young adulthood	V1C	Done		NA	NA		NA	Done	Done
HSB136.HIP	1009	HSB136.HIP	HSB136	HIP	13	R	8.5	285	23	23Y	5	136.HIP.R.CEL	20_ Age <40 Y	Young adulthood	HIP	Done		NA	NA		NA	Done	Done
HSB136.AMY	1010	HSB136.AMY	HSB136	AMY	13	R	8.1	285	23	23Y	5	136.AMY.R.CEL	20_ Age <40 Y	Young adulthood	AMY	Done		NA	NA		NA	Done	Done
HSB136.STR	1011	HSB136.STR	HSB136	STR	13	R	8.7	285	23	23Y	5	136.STR.R.CEL	20_ Age <40 Y	Young adulthood	STR	Done		NA	NA		NA	Done	Done
HSB136.MD	1012	HSB136.MD	HSB136	MD	13	R	7.6	285	23	23Y	5	136.MD.R.CEL	20_ Age <40 Y	Young adulthood	MD	Done		NA	NA		NA	Done	Done
HSB136.CBC	1013	HSB136.CBC	HSB136	CBC	13	R	9.5	285	23	23Y	5	136.CBC.R.CEL	20_ Age <40 Y	Young adulthood	CBC	Done		NA	NA		NA	Done	Done
HSB125.DFC	1039	HSB125.DFC	HSB125	DFC	13	R	8.1	345	28	28Y	4		20_ Age <40 Y	Young adulthood	DFC	Done		NA	NA		NA	Done	No (failed)
HSB125.VFC	1040	HSB125.VFC	HSB125	VFC	13	R	8.5	345	28	28Y	5		20_ Age <40 Y	Young adulthood	VFC	Done		NA	NA		NA	Done	No (failed)
HSB125.MFC	1041	HSB125.MFC	HSB125	MFC	13	R	8.5	345	28	28Y	5	125.MFC.R.CEL	20_ Age <40 Y	Young adulthood	MFC	Done		NA	NA		NA	Done	Done
HSB125.OFC	1042	HSB125.OFC	HSB125	OFC	13	R	9.8	345	28	28Y	5	125.OFC.R.CEL	20_ Age <40 Y	Young adulthood	OFC	Done		NA	NA		NA	Done	Done
HSB125.M1C	1043	HSB125.M1C	HSB125	M1C	13	R	8.5	345	28	28Y	4		20_ Age <40 Y	Young adulthood	M1C	Done		NA	NA		NA	Done	No (failed)
HSB125.S1C	1044	HSB125.S1C	HSB125	S1C	13	R	8.5	345	28	28Y	4		20_ Age <40 Y	Young adulthood	S1C	Done		NA	NA		NA	Done	No (failed)
HSB125.IPC	1045	HSB125.IPC	HSB125	IPC	13	R	8.1	345	28	28Y	5		20_ Age <40 Y	Young adulthood	IPC	Done		NA	NA		NA	Done	No (failed)
HSB125.A1C	1046	HSB125.A1C	HSB125	A1C	13	R	9.7	345	28	28Y	5	125.A1C.R.CEL	20_ Age <40 Y	Young adulthood	A1C	Done		NA	NA		NA	Done	Done
HSB125.STC	1047	HSB125.STC	HSB125	STC	13	R	8.6	345	28	28Y	5		20_ Age <40 Y	Young adulthood	STC	Done		NA	NA		NA	Done	No (failed)
HSB125.ITC	1048	HSB125.ITC	HSB125	ITC	13	R	8.8	345	28	28Y	5		20_ Age <40 Y	Young adulthood	ITC	Done		NA	NA		NA	Done	No (failed)
HSB125.V1C	1049	HSB125.V1C	HSB125	V1C	13	R	8.9	345	28	28Y	5		20_ Age <40 Y	Young adulthood	V1C	Done		NA	NA		NA	Done	No (failed)
HSB125.HIP	1050	HSB125.HIP	HSB125	HIP	13	R	8.8	345	28	28Y	5		20_ Age <40 Y	Young adulthood	HIP	Done		NA	NA		NA	Done	No (failed)
HSB125.AMY	1051	HSB125.AMY	HSB125	AMY	13	R	8.9	345	28	28Y	5		20_ Age <40 Y	Young adulthood	AMY	Done		NA	NA		NA	Done	No (failed)
HSB125.STR	1052	HSB125.STR	HSB125	STR	13	R	9	345	28	28Y	5		20_ Age <40 Y	Young adulthood	STR	Done		NA	NA		NA	Done	No (failed)
HSB125.MD	1053	HSB125.MD	HSB125	MD	13	R	8.6	345	28	28Y	5		20_ Age <40 Y	Young adulthood	MD	Done		NA	NA		NA	Done	No (failed)
HSB125.CBC	1054	HSB125.CBC	HSB125	CBC	13	R	9.1	345	28	28Y	5		20_ Age <40 Y	Young adulthood	CBC	Done		NA	NA		NA	Done	No (failed)
HSB126.DFC	1070	HSB126.DFC	HSB126	DFC	13	R	8.7	369	30	30Y	5	126.DFC.R.CEL	20_ Age <40 Y	Young adulthood	DFC	Done		NA	NA		NA	Done	Done
HSB126.VFC	1071	HSB126.VFC	HSB126	VFC	13	R	8.5	369	30	30Y	5	126.VFC.R.CEL	20_ Age <40 Y	Young adulthood	VFC	Done		NA	NA		NA	Done	Done
HSB126.MFC	1072	HSB126.MFC	HSB126	MFC	13	R	9.1	369	30	30Y	5	126.MFC.R.CEL	20_ Age <40 Y	Young adulthood	MFC	Done		NA	NA		NA	Done	Done
HSB126.OFC	1073	HSB126.OFC	HSB126	OFC	13	R	8.7	369	30	30Y	5	126.OFC.R.CEL	20_ Age <40 Y	Young adulthood	OFC	Done		NA	NA		NA	Done	Done
HSB126.M1C	1074	HSB126.M1C	HSB126	M1C	13	R	8.7	369	30	30Y	4	126.M1C.R.CEL	20_ Age <40 Y	Young adulthood	M1C	Done		NA	NA		NA	Done	Done
HSB126.S1C	1075	HSB126.S1C	HSB126	S1C	13	R	8.5	369	30	30Y	4	126.S1C.R.CEL	20_ Age <40 Y	Young adulthood	S1C	Done		NA	NA		NA	Done	Done
HSB126.IPC	1076	HSB126.IPC	HSB126	IPC	13	R	8.5	369	30	30Y	4	126.IPC.R.CEL	20_ Age <40 Y	Young adulthood	IPC	Done		NA	NA		NA	Done	Done
HSB126.A1C	1077	HSB126.A1C	HSB126	A1C	13	R	8.1	369	30	30Y	5	126.A1C.R.CEL	20_ Age <40 Y	Young adulthood	A1C	Done		NA	NA		NA	Done	Done
HSB126.STC	1078	HSB126.STC	HSB126	STC	13	R	8.8	369	30	30Y	5	126.STC.R.CEL	20_ Age <40 Y	Young adulthood	STC	Done		NA	NA		NA	Done	Done
HSB126.ITC	1079	HSB126.ITC	HSB126	ITC	13	R	8.5	369	30	30Y	5	126.ITC.R.CEL	20_ Age <40 Y	Young adulthood	ITC	Done		NA	NA		NA	Done	Done
HSB126.V1C	1080	HSB126.V1C	HSB126	V1C	13	R	8.3	369	30	30Y	5	126.V1C.R.CEL	20_ Age <40 Y	Young adulthood	V1C	Done		NA	NA		NA	Done	Done
HSB126.HIP	1081	HSB126.HIP	HSB126	HIP	13	R	8.6	369	30	30Y	4	126.HIP.R.CEL	20_ Age <40 Y	Young adulthood	HIP	Done		NA	NA		NA	Done	Done
HSB126.AMY	1082	HSB126.AMY	HSB126	AMY	13	R	8.4	369	30	30Y	4	126.AMY.R.CEL	20_ Age <40 Y	Young adulthood	AMY	Done		NA	NA		NA	Done	Done
HSB126.STR	1083	HSB126.STR	HSB126	STR	13	R	9.2	369	30	30Y	5	126.STR.R.CEL	20_ Age <40 Y	Young adulthood	STR	Done		NA	NA		NA	Done	Done
